Vendor Number,Proposal Number,Vendor Name,Bid Total,Engineers Estimate,Difference,Percentage Bid Total Over Estimate,Awarded,Letting Date
163A,C17619,LAFARGE NORTH AMERICA INC.,"$2,019,623.65","$2,133,075.00","-$113,451.35",-5.32%,0,4/7/2011
S2881,C17619,"PREMIER PAVING, INC.","$2,151,841.00","$2,133,075.00","$18,766.00",0.88%,0,4/7/2011
,C17619 Average,,,,"-$88,335.16",-4.14%,,
005A,C17788,A and S CONSTRUCTION CO.,"$4,643,254.26","$4,544,280.80","$98,973.46",2.18%,0,4/7/2011
027A,C17788,"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$4,264,379.83","$4,544,280.80","-$279,900.97",-6.16%,1,4/7/2011
091A,C17788,ELAM CONSTRUCTION INCORPORATED,"$4,674,867.85","$4,544,280.80","$130,587.05",2.87%,0,4/7/2011
163A,C17788,LAFARGE NORTH AMERICA INC.,"$4,785,804.43","$4,544,280.80","$241,523.63",5.31%,0,4/7/2011
672A,C17788,"OLDCASTLE SW GROUP, INC.","$4,597,815.28","$4,544,280.80","$53,534.48",1.18%,0,4/7/2011
,C17788 Average,,,,"$48,943.53",1.08%,,
1057A,C18285,A-1 CHIPSEAL COMPANY,"$793,793.00","$758,161.20","$35,631.80",4.70%,0,4/7/2011
110E,C18285,"INTERMOUNTAIN SLURRY SEAL, INC.","$683,348.25","$758,161.20","-$74,812.95",-9.87%,1,4/7/2011
672A,C18285,"OLDCASTLE SW GROUP, INC.","$686,879.60","$758,161.20","-$71,281.60",-9.40%,0,4/7/2011
,C18285 Average,,,,"-$36,820.92",-4.86%,,
005A,C17361,A and S CONSTRUCTION CO.,"$5,843,485.90","$4,644,526.00","$1,198,959.90",25.81%,0,4/14/2011
091A,C17361,ELAM CONSTRUCTION INCORPORATED,"$5,188,843.75","$4,644,526.00","$544,317.75",11.72%,0,4/14/2011
806A,C17361,"MAYS CONSTRUCTION SPECIALTIES  -  A JOINT VENTURE, LLP","$4,867,005.55","$4,644,526.00","$222,479.55",4.79%,1,4/14/2011
,C17361 Average,,,,"$655,252.40",14.11%,,
232A,C17442,"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$439,099.00","$259,821.00","$179,278.00",69.00%,0,4/14/2011
1282A,C17442,"AMERICAN WEST CONSTRUCTION, LLC","$345,203.00","$259,821.00","$85,382.00",32.86%,0,4/14/2011
174A,C17442,CONNELL RESOURCES INCORPORATED,"$394,859.30","$259,821.00","$135,038.30",51.97%,0,4/14/2011
783A,C17442,"JIM NOBLE, INC","$305,702.00","$259,821.00","$45,881.00",17.66%,1,4/14/2011
360A,C17442,"MOUNTAIN CONSTRUCTORS, INC.","$354,402.00","$259,821.00","$94,581.00",36.40%,0,4/14/2011
249A,C17442,NORTHERN COLORADO CONSTRUCTORS,"$426,743.00","$259,821.00","$166,922.00",64.24%,0,4/14/2011
268,C17442,SCHMIDT EARTH BUILDERS INC,"$349,809.00","$259,821.00","$89,988.00",34.63%,0,4/14/2011
,C17442 Average,,,,"$113,867.19",43.83%,,
905A,C18046,"ABCO CONTRACTING, INC.","$2,051,737.00","$2,462,748.00","-$411,011.00",-16.69%,0,4/14/2011
968A,C18046,"COLORADO CONSTRUCTORS, INC.","$2,389,873.75","$2,462,748.00","-$72,874.25",-2.96%,0,4/14/2011
435A,C18046,G.A. WESTERN CONSTRUCTION CO.,"$2,166,355.75","$2,462,748.00","-$296,392.25",-12.04%,0,4/14/2011
870A,C18046,"SEMA CONSTRUCTION, INC.","$2,257,727.24","$2,462,748.00","-$205,020.76",-8.32%,0,4/14/2011
1086A,C18046,"STRUCTURES, INC.","$2,037,651.15","$2,462,748.00","-$425,096.85",-17.26%,1,4/14/2011
255D,C18046,"WILDCAT CONSTRUCTION CO., INC.","$2,295,325.00","$2,462,748.00","-$167,423.00",-6.80%,0,4/14/2011
,C18046 Average,,,,"-$262,969.69",-10.68%,,
637A,C17764,"APC CONSTRUCTION CO., LLC","$3,813,326.69","$4,375,158.75","-$561,832.06",-12.84%,1,4/21/2011
032A,C17764,"BRANNAN SAND AND GRAVEL, LLC","$4,114,693.16","$4,375,158.75","-$260,465.59",-5.95%,0,4/21/2011
668A,C17764,EDW. C. LEVY CO. dba SCHMIDT CONSTRUCTION COMPANY,"$4,109,157.64","$4,375,158.75","-$266,001.11",-6.08%,0,4/21/2011
163A,C17764,LAFARGE NORTH AMERICA INC.,"$3,984,570.57","$4,375,158.75","-$390,588.18",-8.93%,0,4/21/2011
,C17764 Average,,,,"-$369,721.74",-8.45%,,
028B,C17902,"AGGREGATE INDUSTRIES - WCR, INC.","$941,202.45","$1,202,817.00","-$261,614.55",-21.75%,1,4/21/2011
637A,C17902,"APC CONSTRUCTION CO., LLC","$1,016,524.29","$1,202,817.00","-$186,292.71",-15.49%,0,4/21/2011
924A,C17902,"ASPHALT SPECIALTIES CO., INC.","$1,112,463.55","$1,202,817.00","-$90,353.45",-7.51%,0,4/21/2011
032A,C17902,"BRANNAN SAND AND GRAVEL, LLC","$1,008,574.00","$1,202,817.00","-$194,243.00",-16.15%,0,4/21/2011
163A,C17902,LAFARGE NORTH AMERICA INC.,"$1,044,349.00","$1,202,817.00","-$158,468.00",-13.17%,0,4/21/2011
S2881,C17902,"PREMIER PAVING, INC.","$1,257,565.70","$1,202,817.00","$54,748.70",4.55%,0,4/21/2011
,C17902 Average,,,,"-$139,370.50",-11.59%,,
924A,C18275,"ASPHALT SPECIALTIES CO., INC.","$377,372.55","$314,419.75","$62,952.80",20.02%,0,4/21/2011
503F,C18275,K.E.C.I. COLORADO INCORPORATED,"$440,033.00","$314,419.75","$125,613.25",39.95%,0,4/21/2011
163A,C18275,LAFARGE NORTH AMERICA INC.,"$365,332.45","$314,419.75","$50,912.70",16.19%,1,4/21/2011
055A,C18275,"TRICON 2, LLC","$396,215.62","$314,419.75","$81,795.87",26.01%,0,4/21/2011
,C18275 Average,,,,"$80,318.66",25.55%,,
865A,C17537,"CONCRETE EXPRESS, INC.","$8,838,145.51","$7,739,898.60","$1,098,246.91",14.19%,0,4/28/2011
164A,C17537,EDWARD KRAEMER AND SONS INCORPORATED,"$8,392,332.03","$7,739,898.60","$652,433.43",8.43%,0,4/28/2011
099H,C17537,"FLATIRON CONSTRUCTORS,  INC.","$8,703,391.35","$7,739,898.60","$963,492.75",12.45%,0,4/28/2011
884A,C17537,"HAMON INFRASTRUCTURE, INC.","$8,295,000.00","$7,739,898.60","$555,101.40",7.17%,0,4/28/2011
696A,C17537,"JALISCO INTERNATIONAL, INC.","$8,694,310.20","$7,739,898.60","$954,411.60",12.33%,0,4/28/2011
169A,C17537,LAWRENCE CONSTRUCTION COMPANY,"$7,996,860.67","$7,739,898.60","$256,962.07",3.32%,1,4/28/2011
870A,C17537,"SEMA CONSTRUCTION, INC.","$8,396,262.51","$7,739,898.60","$656,363.91",8.48%,0,4/28/2011
1086A,C17537,"STRUCTURES, INC.","$8,333,969.71","$7,739,898.60","$594,071.11",7.68%,0,4/28/2011
,C17537 Average,,,,"$716,385.40",9.26%,,
158A,C18263,"GLASER ELECTRIC COMPANY, LLC","$304,302.46","$250,450.00","$53,852.46",21.50%,0,4/28/2011
1231A,C18263,INTERFACE COMMUNICATIONS COMPANY,"$237,622.45","$250,450.00","-$12,827.55",-5.12%,1,4/28/2011
720A,C18263,"STURGEON ELECTRIC COMPANY, INC.","$279,030.00","$250,450.00","$28,580.00",11.41%,0,4/28/2011
697A,C18263,"W.L. CONTRACTORS, INC.","$253,845.60","$250,450.00","$3,395.60",1.36%,0,4/28/2011
,C18263 Average,,,,"$18,250.13",7.29%,,
503F,C18268,K.E.C.I. COLORADO INCORPORATED,"$198,025.00","$199,807.00","-$1,782.00",-0.89%,0,4/28/2011
720A,C18268,"STURGEON ELECTRIC COMPANY, INC.","$207,873.00","$199,807.00","$8,066.00",4.04%,0,4/28/2011
697A,C18268,"W.L. CONTRACTORS, INC.","$161,340.10","$199,807.00","-$38,466.90",-19.25%,1,4/28/2011
,C18268 Average,,,,"-$10,727.63",-5.37%,,
503F,C18267R,K.E.C.I. COLORADO INCORPORATED,"$224,995.00","$261,676.00","-$36,681.00",-14.02%,0,5/5/2011
720A,C18267R,"STURGEON ELECTRIC COMPANY, INC.","$319,895.00","$261,676.00","$58,219.00",22.25%,0,5/5/2011
697A,C18267R,"W.L. CONTRACTORS, INC.","$186,526.90","$261,676.00","-$75,149.10",-28.72%,1,5/5/2011
,C18267R Average,,,,"-$17,870.37",-6.83%,,
091A,C17637,ELAM CONSTRUCTION INCORPORATED,"$2,571,896.10","$2,840,010.50","-$268,114.40",-9.44%,1,5/12/2011
672A,C17637,"OLDCASTLE SW GROUP, INC.","$2,771,327.29","$2,840,010.50","-$68,683.21",-2.42%,0,5/12/2011
,C17637 Average,,,,"-$168,398.81",-5.93%,,
028B,C17700,"AGGREGATE INDUSTRIES - WCR, INC.","$1,227,400.00","$1,186,410.00","$40,990.00",3.45%,0,5/12/2011
637A,C17700,"APC CONSTRUCTION CO., LLC","$1,489,526.90","$1,186,410.00","$303,116.90",25.55%,0,5/12/2011
924A,C17700,"ASPHALT SPECIALTIES CO., INC.","$1,208,450.50","$1,186,410.00","$22,040.50",1.86%,0,5/12/2011
032A,C17700,"BRANNAN SAND AND GRAVEL, LLC","$1,290,004.04","$1,186,410.00","$103,594.04",8.73%,0,5/12/2011
163A,C17700,LAFARGE NORTH AMERICA INC.,"$1,135,892.80","$1,186,410.00","-$50,517.20",-4.26%,1,5/12/2011
S2881,C17700,"PREMIER PAVING, INC.","$1,169,546.15","$1,186,410.00","-$16,863.85",-1.42%,0,5/12/2011
,C17700 Average,,,,"$67,060.07",5.65%,,
865A,C17718,"CONCRETE EXPRESS, INC.","$11,599,815.17","$12,115,529.15","-$515,713.98",-4.26%,0,5/12/2011
164A,C17718,EDWARD KRAEMER AND SONS INCORPORATED,"$12,270,761.80","$12,115,529.15","$155,232.65",1.28%,0,5/12/2011
884A,C17718,"HAMON INFRASTRUCTURE, INC.","$11,212,864.00","$12,115,529.15","-$902,665.15",-7.45%,0,5/12/2011
696A,C17718,"JALISCO INTERNATIONAL, INC.","$12,269,575.56","$12,115,529.15","$154,046.41",1.27%,0,5/12/2011
692A,C17718,NEW DESIGN CONSTRUCTION COMPANY,"$12,745,649.26","$12,115,529.15","$630,120.11",5.20%,0,5/12/2011
870A,C17718,"SEMA CONSTRUCTION, INC.","$10,999,272.84","$12,115,529.15","-$1,116,256.31",-9.21%,1,5/12/2011
,C17718 Average,,,,"-$265,872.71",-2.19%,,
905A,C17864,"ABCO CONTRACTING, INC.","$3,448,053.00","$2,580,581.80","$867,471.20",33.62%,0,5/12/2011
637A,C17864,"APC CONSTRUCTION CO., LLC","$6,423,814.70","$2,580,581.80","$3,843,232.90",148.93%,0,5/12/2011
924A,C17864,"ASPHALT SPECIALTIES CO., INC.","$3,804,674.70","$2,580,581.80","$1,224,092.90",47.43%,0,5/12/2011
032A,C17864,"BRANNAN SAND AND GRAVEL, LLC","$3,350,889.72","$2,580,581.80","$770,307.92",29.85%,0,5/12/2011
163A,C17864,LAFARGE NORTH AMERICA INC.,"$3,313,754.40","$2,580,581.80","$733,172.60",28.41%,1,5/12/2011
1086A,C17864,"STRUCTURES, INC.","$3,430,515.05","$2,580,581.80","$849,933.25",32.94%,0,5/12/2011
,C17864 Average,,,,"$1,381,368.46",53.53%,,
637A,C17884,"APC CONSTRUCTION CO., LLC","$2,929,694.03","$2,703,257.00","$226,437.03",8.38%,0,5/12/2011
924A,C17884,"ASPHALT SPECIALTIES CO., INC.","$2,492,940.30","$2,703,257.00","-$210,316.70",-7.78%,0,5/12/2011
032A,C17884,"BRANNAN SAND AND GRAVEL, LLC","$2,491,375.18","$2,703,257.00","-$211,881.82",-7.84%,1,5/12/2011
S2881,C17884,"PREMIER PAVING, INC.","$2,555,436.95","$2,703,257.00","-$147,820.05",-5.47%,0,5/12/2011
,C17884 Average,,,,"-$85,895.39",-3.18%,,
720A,C18012,"STURGEON ELECTRIC COMPANY, INC.","$2,598,598.00","$2,048,329.00","$550,269.00",26.86%,1,5/12/2011
450A,C18012,"TETRA TECH CONSTRUCTION, INC.","$2,792,702.29","$2,048,329.00","$744,373.29",36.34%,0,5/12/2011
697A,C18012,"W.L. CONTRACTORS, INC.","$4,308,488.60","$2,048,329.00","$2,260,159.60",110.34%,0,5/12/2011
,C18012 Average,,,,"$1,184,933.96",57.85%,,
060A,C18032,"HIGHWAY TECHNOLOGIES, INC.",,"$1,845,737.00","-$1,845,737.00",0.00%,0,5/12/2011
162A,C18032,KOLBE STRIPING INCORPORATED,,"$1,845,737.00","-$1,845,737.00",0.00%,0,5/12/2011
607A,C18032,"ROADSAFE TRAFFIC SYSTEMS, INC",,"$1,845,737.00","-$1,845,737.00",0.00%,0,5/12/2011
,C18032 Average,,,,"-$1,845,737.00",0.00%,,
232A,C18095-ALT,"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$12,859,000.00","$7,567,400.00","$5,291,600.00",69.93%,0,5/12/2011
865A,C18095-ALT,"CONCRETE EXPRESS, INC.","$14,444,900.00","$7,567,400.00","$6,877,500.00",90.88%,0,5/12/2011
164A,C18095-ALT,EDWARD KRAEMER AND SONS INCORPORATED,"$10,491,000.00","$7,567,400.00","$2,923,600.00",38.63%,1,5/12/2011
099H,C18095-ALT,"FLATIRON CONSTRUCTORS,  INC.","$12,180,700.00","$7,567,400.00","$4,613,300.00",60.96%,0,5/12/2011
696A,C18095-ALT,"JALISCO INTERNATIONAL, INC.","$12,564,000.00","$7,567,400.00","$4,996,600.00",66.03%,0,5/12/2011
169A,C18095-ALT,LAWRENCE CONSTRUCTION COMPANY,"$11,576,750.00","$7,567,400.00","$4,009,350.00",52.98%,0,5/12/2011
870A,C18095-ALT,"SEMA CONSTRUCTION, INC.","$11,628,440.00","$7,567,400.00","$4,061,040.00",53.66%,0,5/12/2011
,C18095-ALT Average,,,,"$4,681,855.71",61.87%,,
028B,C18148,"AGGREGATE INDUSTRIES - WCR, INC.","$857,888.99","$950,688.50","-$92,799.51",-9.76%,1,5/19/2011
637A,C18148,"APC CONSTRUCTION CO., LLC","$1,074,750.90","$950,688.50","$124,062.40",13.05%,0,5/19/2011
924A,C18148,"ASPHALT SPECIALTIES CO., INC.","$1,046,958.50","$950,688.50","$96,270.00",10.13%,0,5/19/2011
032A,C18148,"BRANNAN SAND AND GRAVEL, LLC","$1,151,875.45","$950,688.50","$201,186.95",21.16%,0,5/19/2011
163A,C18148,LAFARGE NORTH AMERICA INC.,"$929,942.80","$950,688.50","-$20,745.70",-2.18%,0,5/19/2011
S2881,C18148,"PREMIER PAVING, INC.","$971,394.00","$950,688.50","$20,705.50",2.18%,0,5/19/2011
,C18148 Average,,,,"$54,779.94",5.76%,,
005A,C17315,A and S CONSTRUCTION CO.,"$5,143,536.70","$3,839,730.20","$1,303,806.50",33.96%,0,5/26/2011
027A,C17315,"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$3,972,898.98","$3,839,730.20","$133,168.78",3.47%,0,5/26/2011
091A,C17315,ELAM CONSTRUCTION INCORPORATED,"$3,677,038.45","$3,839,730.20","-$162,691.75",-4.24%,1,5/26/2011
,C17315 Average,,,,"$424,761.18",11.06%,,
232A,C17777,"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$417,375.00","$279,758.00","$137,617.00",49.19%,0,5/26/2011
1282A,C17777,"AMERICAN WEST CONSTRUCTION, LLC","$219,435.20","$279,758.00","-$60,322.80",-21.56%,1,5/26/2011
279A,C17777,"TEZAK HEAVY EQUIPMENT CO., INC.","$284,800.20","$279,758.00","$5,042.20",1.80%,0,5/26/2011
,C17777 Average,,,,"$27,445.47",9.81%,,
060A,C18032R,"HIGHWAY TECHNOLOGIES, INC.","$2,267,641.00","$2,235,188.00","$32,453.00",1.45%,0,6/2/2011
162A,C18032R,KOLBE STRIPING INCORPORATED,"$2,189,744.00","$2,235,188.00","-$45,444.00",-2.03%,1,6/2/2011
607A,C18032R,"ROADSAFE TRAFFIC SYSTEMS, INC","$2,745,445.25","$2,235,188.00","$510,257.25",22.83%,0,6/2/2011
,C18032R Average,,,,"$165,755.42",7.42%,,
005A,C18142,A and S CONSTRUCTION CO.,"$1,473,152.22","$1,250,780.00","$222,372.22",17.78%,0,6/2/2011
027A,C18142,"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$1,377,193.35","$1,250,780.00","$126,413.35",10.11%,0,6/2/2011
727A,C18142,"HABITAT CONSTRUCTION, LLC","$1,001,417.77","$1,250,780.00","-$249,362.23",-19.94%,1,6/2/2011
163A,C18142,LAFARGE NORTH AMERICA INC.,"$1,061,029.55","$1,250,780.00","-$189,750.45",-15.17%,0,6/2/2011
701A,C18142,"ROCKY MOUNTAIN MATERIALS AND ASPHALT, INC.","$1,141,421.47","$1,250,780.00","-$109,358.53",-8.74%,0,6/2/2011
870A,C18142,"SEMA CONSTRUCTION, INC.","$1,250,000.00","$1,250,780.00",-$780.00,-0.06%,0,6/2/2011
279A,C18142,"TEZAK HEAVY EQUIPMENT CO., INC.","$1,097,113.68","$1,250,780.00","-$153,666.32",-12.29%,0,6/2/2011
295A,C18142,THE WALSENBURG SAND AND GRAVEL COMPANY,"$1,189,875.75","$1,250,780.00","-$60,904.25",-4.87%,0,6/2/2011
903A,C18142,"TLM CONSTRUCTORS, INC.","$1,168,667.90","$1,250,780.00","-$82,112.10",-6.56%,0,6/2/2011
025A,C18142,TONY J. BELTRAMO AND SONS INCORPORATED,"$1,047,278.10","$1,250,780.00","-$203,501.90",-16.27%,0,6/2/2011
801A,C18142,ZAK DIRT INCORPORATED,"$1,042,432.20","$1,250,780.00","-$208,347.80",-16.66%,0,6/2/2011
,C18142 Average,,,,"-$82,636.18",-6.61%,,
060A,C18409,"HIGHWAY TECHNOLOGIES, INC.","$377,964.00","$280,851.00","$97,113.00",34.58%,0,6/2/2011
607A,C18409,"ROADSAFE TRAFFIC SYSTEMS, INC","$347,917.00","$280,851.00","$67,066.00",23.88%,1,6/2/2011
,C18409 Average,,,,"$82,089.50",29.23%,,
005A,C17358,A and S CONSTRUCTION CO.,"$7,632,210.80","$6,091,807.05","$1,540,403.75",25.29%,0,6/9/2011
232A,C17358,"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$7,493,902.00","$6,091,807.05","$1,402,094.95",23.02%,0,6/9/2011
1282A,C17358,"AMERICAN WEST CONSTRUCTION, LLC","$8,526,067.45","$6,091,807.05","$2,434,260.40",39.96%,0,6/9/2011
174A,C17358,CONNELL RESOURCES INCORPORATED,"$6,893,218.14","$6,091,807.05","$801,411.09",13.16%,1,6/9/2011
084A,C17358,DUCKELS CONSTRUCTION INCORPORATED,"$8,144,356.10","$6,091,807.05","$2,052,549.05",33.69%,0,6/9/2011
727A,C17358,"HABITAT CONSTRUCTION, LLC","$7,914,565.98","$6,091,807.05","$1,822,758.93",29.92%,0,6/9/2011
944A,C17358,"PRECISION EXCAVATING, INC.","$7,686,600.09","$6,091,807.05","$1,594,793.04",26.18%,0,6/9/2011
870A,C17358,"SEMA CONSTRUCTION, INC.","$7,585,587.15","$6,091,807.05","$1,493,780.10",24.52%,0,6/9/2011
,C17358 Average,,,,"$1,642,756.41",26.97%,,
768A,C17804,"ASPHALT RECYCLING AND STABILIZATION, INC.dba ARS, INC.","$2,016,877.64","$1,914,397.00","$102,480.64",5.35%,0,6/9/2011
968A,C17804,"COLORADO CONSTRUCTORS, INC.","$1,860,358.81","$1,914,397.00","-$54,038.19",-2.82%,0,6/9/2011
865A,C17804,"CONCRETE EXPRESS, INC.","$1,989,784.50","$1,914,397.00","$75,387.50",3.94%,0,6/9/2011
065A,C17804,CONCRETE WORKS OF COLORADO INCORPORATED,"$2,772,470.41","$1,914,397.00","$858,073.41",44.82%,0,6/9/2011
174A,C17804,CONNELL RESOURCES INCORPORATED,"$1,923,669.65","$1,914,397.00","$9,272.65",0.48%,0,6/9/2011
696A,C17804,"JALISCO INTERNATIONAL, INC.","$1,998,205.60","$1,914,397.00","$83,808.60",4.38%,0,6/9/2011
169A,C17804,LAWRENCE CONSTRUCTION COMPANY,"$2,031,732.89","$1,914,397.00","$117,335.89",6.13%,0,6/9/2011
360A,C17804,"MOUNTAIN CONSTRUCTORS, INC.","$1,735,850.75","$1,914,397.00","-$178,546.25",-9.33%,1,6/9/2011
692A,C17804,NEW DESIGN CONSTRUCTION COMPANY,"$2,205,146.40","$1,914,397.00","$290,749.40",15.19%,0,6/9/2011
870A,C17804,"SEMA CONSTRUCTION, INC.","$1,944,561.69","$1,914,397.00","$30,164.69",1.58%,0,6/9/2011
1086A,C17804,"STRUCTURES, INC.","$2,238,433.85","$1,914,397.00","$324,036.85",16.93%,0,6/9/2011
801A,C17804,ZAK DIRT INCORPORATED,"$1,851,669.05","$1,914,397.00","-$62,727.95",-3.28%,0,6/9/2011
,C17804 Average,,,,"$132,999.77",6.95%,,
865A,C18034,"CONCRETE EXPRESS, INC.","$5,286,979.12","$4,522,968.90","$764,010.22",16.89%,0,6/9/2011
091A,C18034,ELAM CONSTRUCTION INCORPORATED,"$5,401,859.35","$4,522,968.90","$878,890.45",19.43%,0,6/9/2011
672A,C18034,"OLDCASTLE SW GROUP, INC.","$4,771,319.53","$4,522,968.90","$248,350.63",5.49%,1,6/9/2011
870A,C18034,"SEMA CONSTRUCTION, INC.","$5,225,687.60","$4,522,968.90","$702,718.70",15.54%,0,6/9/2011
,C18034 Average,,,,"$648,492.50",14.34%,,
1282A,C18052,"AMERICAN WEST CONSTRUCTION, LLC","$653,356.00","$558,827.00","$94,529.00",16.92%,0,6/9/2011
279A,C18052,"TEZAK HEAVY EQUIPMENT CO., INC.","$487,570.18","$558,827.00","-$71,256.82",-12.75%,1,6/9/2011
,C18052 Average,,,,"$11,636.09",2.08%,,
865A,C18160,"CONCRETE EXPRESS, INC.","$2,952,829.84","$2,926,762.00","$26,067.84",0.89%,1,6/9/2011
164A,C18160,EDWARD KRAEMER AND SONS INCORPORATED,"$3,364,908.26","$2,926,762.00","$438,146.26",14.97%,0,6/9/2011
099H,C18160,"FLATIRON CONSTRUCTORS,  INC.","$3,615,422.35","$2,926,762.00","$688,660.35",23.53%,0,6/9/2011
435A,C18160,G.A. WESTERN CONSTRUCTION CO.,"$3,557,319.45","$2,926,762.00","$630,557.45",21.54%,0,6/9/2011
534A,C18160,"GOULD CONSTRUCTION, INC.","$3,322,239.85","$2,926,762.00","$395,477.85",13.51%,0,6/9/2011
870A,C18160,"SEMA CONSTRUCTION, INC.","$3,290,944.77","$2,926,762.00","$364,182.77",12.44%,0,6/9/2011
1086A,C18160,"STRUCTURES, INC.","$3,999,000.00","$2,926,762.00","$1,072,238.00",36.64%,0,6/9/2011
,C18160 Average,,,,"$516,475.79",17.65%,,
005A,C15898,A and S CONSTRUCTION CO.,"$7,467,000.00","$5,394,350.40","$2,072,649.60",38.42%,0,6/16/2011
091A,C15898,ELAM CONSTRUCTION INCORPORATED,"$6,327,928.55","$5,394,350.40","$933,578.15",17.31%,0,6/16/2011
672A,C15898,"OLDCASTLE SW GROUP, INC.","$6,124,495.40","$5,394,350.40","$730,145.00",13.54%,1,6/16/2011
,C15898 Average,,,,"$1,245,457.58",23.09%,,
028B,C16679,"AGGREGATE INDUSTRIES - WCR, INC.","$9,315,603.86","$7,852,517.60","$1,463,086.26",18.63%,0,6/16/2011
637A,C16679,"APC CONSTRUCTION CO., LLC","$6,956,957.21","$7,852,517.60","-$895,560.39",-11.40%,1,6/16/2011
924A,C16679,"ASPHALT SPECIALTIES CO., INC.","$9,980,450.18","$7,852,517.60","$2,127,932.58",27.10%,0,6/16/2011
163A,C16679,LAFARGE NORTH AMERICA INC.,"$8,550,415.54","$7,852,517.60","$697,897.94",8.89%,0,6/16/2011
,C16679 Average,,,,"$848,339.10",10.80%,,
232A,C17658,"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$1,171,006.00","$921,368.00","$249,638.00",27.09%,0,6/16/2011
865A,C17658,"CONCRETE EXPRESS, INC.","$1,081,024.10","$921,368.00","$159,656.10",17.33%,1,6/16/2011
065A,C17658,CONCRETE WORKS OF COLORADO INCORPORATED,"$1,287,590.30","$921,368.00","$366,222.30",39.75%,0,6/16/2011
503F,C17658,K.E.C.I. COLORADO INCORPORATED,"$1,265,237.00","$921,368.00","$343,869.00",37.32%,0,6/16/2011
692A,C17658,NEW DESIGN CONSTRUCTION COMPANY,"$1,168,138.25","$921,368.00","$246,770.25",26.78%,0,6/16/2011
870A,C17658,"SEMA CONSTRUCTION, INC.","$1,128,892.00","$921,368.00","$207,524.00",22.52%,0,6/16/2011
,C17658 Average,,,,"$262,279.94",28.47%,,
968A,C17682R,"COLORADO CONSTRUCTORS, INC.","$454,976.35","$459,621.20","-$4,644.85",-1.01%,1,6/16/2011
692A,C17682R,NEW DESIGN CONSTRUCTION COMPANY,"$517,958.70","$459,621.20","$58,337.50",12.69%,0,6/16/2011
903A,C17682R,"TLM CONSTRUCTORS, INC.","$713,577.00","$459,621.20","$253,955.80",55.25%,0,6/16/2011
,C17682R Average,,,,"$102,549.48",22.31%,,
009A,C18042,ADARAND CONSTRUCTORS INCORPORATED,"$2,005,984.16","$1,938,888.00","$67,096.16",3.46%,1,6/16/2011
074A,C18042,CRUZ CONSTRUCTION INCORPORATED,"$2,282,677.40","$1,938,888.00","$343,789.40",17.73%,0,6/16/2011
447A,C18042,IDEAL FENCING CORPORATION,"$2,499,650.41","$1,938,888.00","$560,762.41",28.92%,0,6/16/2011
,C18042 Average,,,,"$323,882.66",16.70%,,
028B,C18070,"AGGREGATE INDUSTRIES - WCR, INC.",,"$11,166,826.90","-$11,166,826.90",0.00%,0,6/16/2011
637A,C18070,"APC CONSTRUCTION CO., LLC",,"$11,166,826.90","-$11,166,826.90",0.00%,0,6/16/2011
924A,C18070,"ASPHALT SPECIALTIES CO., INC.",,"$11,166,826.90","-$11,166,826.90",0.00%,0,6/16/2011
865A,C18070,"CONCRETE EXPRESS, INC.","$12,385,834.30","$11,166,826.90","$1,219,007.40",10.92%,0,6/16/2011
164A,C18070,EDWARD KRAEMER AND SONS INCORPORATED,"$10,888,004.66","$11,166,826.90","-$278,822.24",-2.50%,0,6/16/2011
884A,C18070,"HAMON INFRASTRUCTURE, INC.","$11,627,550.00","$11,166,826.90","$460,723.10",4.13%,0,6/16/2011
696A,C18070,"JALISCO INTERNATIONAL, INC.","$10,883,898.55","$11,166,826.90","-$282,928.35",-2.53%,0,6/16/2011
163A,C18070,LAFARGE NORTH AMERICA INC.,,"$11,166,826.90","-$11,166,826.90",0.00%,0,6/16/2011
169A,C18070,LAWRENCE CONSTRUCTION COMPANY,"$11,967,724.27","$11,166,826.90","$800,897.37",7.17%,0,6/16/2011
692A,C18070,NEW DESIGN CONSTRUCTION COMPANY,"$12,244,993.88","$11,166,826.90","$1,078,166.98",9.66%,0,6/16/2011
870A,C18070,"SEMA CONSTRUCTION, INC.","$10,508,410.15","$11,166,826.90","-$658,416.75",-5.90%,1,6/16/2011
,C18070 Average,,,,"-$3,848,061.83",1.90%,,
1231A,C18139,INTERFACE COMMUNICATIONS COMPANY,"$776,533.84","$630,352.80","$146,181.04",23.19%,0,6/16/2011
720A,C18139,"STURGEON ELECTRIC COMPANY, INC.","$767,495.00","$630,352.80","$137,142.20",21.76%,1,6/16/2011
697A,C18139,"W.L. CONTRACTORS, INC.","$917,325.55","$630,352.80","$286,972.75",45.53%,0,6/16/2011
,C18139 Average,,,,"$190,098.66",30.16%,,
271A,C18274,"A HIGHER POWER ELECTRIC, INC",,"$183,807.50","-$183,807.50",0.00%,0,6/16/2011
